Feature\Product;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;
_X14820;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14821;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14822;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14823;X;-;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;
_X14824;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14825;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14826;X;-;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;
_X14827;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14828;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14829;X;-;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;
_X14830;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14831;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14832;X;-;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;
_X14833;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14834;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14835;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;
_X14836;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;
_X14837;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14838;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14839;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;
_X14840;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;
_X14841;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14842;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14843;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;
_X14844;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;
_X14845;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14846;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14847;X;-;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;
_X14848;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14849;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14850;X;-;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;
_X14851;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14852;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14853;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;
_X14854;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14855;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14856;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;
_X14857;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14858;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14859;X;-;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14860;X;-;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14861;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14862;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14863;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14864;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14865;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14866;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14867;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14868;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14869;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14870;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14871;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14872;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14873;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14874;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14875;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14876;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14877;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14878;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14879;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14880;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14881;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14882;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14883;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14884;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14885;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14886;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14887;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14888;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14889;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14890;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14891;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14892;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14893;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14894;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14895;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14896;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14897;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14898;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14899;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14900;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14901;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14902;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14903;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14904;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14905;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14906;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14907;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14908;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14909;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14910;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14911;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14912;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14913;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14914;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14915;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14916;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14917;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14918;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14919;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14920;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14921;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14922;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14923;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14924;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14925;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14926;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14927;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14928;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14929;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14930;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14931;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14932;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14933;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14934;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14935;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14936;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14937;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14938;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14939;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14940;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14941;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14942;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14943;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14944;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14945;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14946;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14947;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14948;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14949;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14950;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14951;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14952;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14953;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14954;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14955;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14956;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14957;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14958;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14959;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14960;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14961;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14962;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14963;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14964;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14965;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14966;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14967;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14968;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14969;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14970;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14971;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14972;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14973;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14974;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14975;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14976;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14977;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14978;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14979;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14980;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14981;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14982;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14983;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14984;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14985;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14986;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14987;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14988;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14989;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14990;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14991;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14992;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14993;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14994;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14995;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14996;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X14997;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14998;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X14999;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X15000;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X15001;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X15002;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X15003;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X15004;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X15005;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X15006;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X15007;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X15008;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X15009;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X15010;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X15011;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X15012;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X15013;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X15014;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X15015;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X15016;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X15017;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X15018;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X15019;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X15020;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X15021;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X15022;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X15023;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X15024;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X15025;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X15026;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X15027;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X15028;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X15029;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X15030;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X15031;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X15032;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X15033;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X15034;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X15035;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X15036;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X15037;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X15038;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X15039;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X15040;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X15041;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X15042;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X15043;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X15044;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X15045;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X15046;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X15047;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X15048;X;-;X;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;
_X15049;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X15050;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
_X15051;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
